Stock Price,OPEN PRICE,HIGH ,LOW,RANK,PE_RATIO,EPS,MCAP,SECTOR MCAP RANK,PB RATIO,Div Yield percentage,FACE VALUE,BETA,VWAP,52 Week High/Low,Overall Recommendation,Strong Buy,Buy,Hold,Sell,Strong_sell,Date,Time
"6,618.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:04
"6,620.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:15
"6,619.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:25
"6,618.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:36
"6,619.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:46
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:15:57
"6,620.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:08
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:19
"6,619.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:29
"6,618.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:40
"6,618.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:16:50
"6,618.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:01
"6,619.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:12
"6,619.70",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:22
"6,619.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:33
"6,619.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:44
"6,619.85",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:17:54
"6,619.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:05
"6,621.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:15
"6,622.20",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:26
"6,622.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:37
"6,622.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:48
"6,622.35",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:18:58
"6,622.00",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:09
"6,621.55",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:19
"6,623.65",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:30
"6,617.75",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:41
"6,619.50",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:19:52
"6,616.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:02
"6,617.15",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:14
"6,617.80",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:24
"6,618.60",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:35
"6,616.45",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:45
"6,614.25",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:20:56
"6,618.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:06
"6,619.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:17
"6,617.10",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:28
"6,618.30",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:38
"6,617.05",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:49
"6,616.95",6650.05,6660.00,6602.00,66,29.65,223.04,"4,08,491",2,7.52,0.45,2.00,2.30,"6,621.55","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:21:59
"6,617.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:10
"6,610.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:21
"6,608.60",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:31
"6,611.35",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:42
"6,611.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:22:53
"6,613.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:03
"6,613.75",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:14
"6,614.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:25
"6,615.15",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:35
"6,613.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:46
"6,609.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:23:56
"6,612.10",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:07
"6,614.90",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:18
"6,614.75",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:28
"6,614.70",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:39
"6,614.90",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:24:50
"6,615.60",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:00
"6,615.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:11
"6,615.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:22
"6,611.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:32
"6,613.10",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:43
"6,614.50",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:25:54
"6,614.45",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:04
"6,614.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:17
"6,614.85",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:28
"6,615.05",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:38
"6,615.30",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:49
"6,615.25",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:26:59
"6,608.05",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:27:10
"6,613.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:27:21
"6,610.40",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:27:32
"6,609.05",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:27:42
"6,612.65",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:27:53
"6,614.30",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:04
"6,609.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:14
"6,610.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:25
"6,611.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:36
"6,612.90",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:46
"6,612.60",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:28:57
"6,610.95",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:29:08
"6,604.70",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:29:18
"6,610.50",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:29:29
"6,610.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:29:40
"6,604.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:29:50
"6,610.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:01
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:12
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:23
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:33
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:44
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:30:55
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:31:05
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:31:16
"6,614.00",6650.05,6660.00,6602.00,66,29.70,223.04,"4,08,760",2,7.52,0.45,2.00,2.30,"6,621.61","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-16,15:31:27
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:22:59
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:23:09
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:23:22
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:23:33
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:23:43
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:23:54
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:05
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:15
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:26
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:37
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:47
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:24:58
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:25:08
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:25:19
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:25:30
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:25:40
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:25:51
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:01
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:12
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:23
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:33
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:44
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:26:55
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:27:05
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:27:16
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:27:26
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:27:37
"6,619.20",7736.00,6569.15,10.1%,66,29.68,223.04,"4,09,081",2,7.52,0.45,2.00,2.30,"6,621.07","8,192.00 / 5,485.70",BUY,14,8,2,4,-,2024-02-18,13:27:48
